ip= 1 ,W-index= 17.2 ,Rc(GV)= 4.381 ,depth(g/cm2)= 1033.23 ,g= 0.15
Total Flux (/cm2/s)= 0.000349646
  Energy(MeV/n)              u              v              w              x              y              z
   2.512253e+01   3.186418e-01   7.872044e-01  -5.279931e-01  -6.131962e+01  -7.782743e+01   3.635448e+01
   1.857430e+02  -9.126928e-01   4.860491e-02  -4.057454e-01   5.932938e+01   7.598402e+00   1.139134e+02
   1.237519e+02  -5.862260e-01  -4.280992e-01  -6.878010e-01   1.231802e+01   9.736759e+01   7.428875e+01
   2.091926e+03   2.341703e-01   2.581244e-01  -9.373025e-01  -1.542463e+01  -4.962954e+01   8.916802e+01
   2.127353e+02  -1.698788e-01  -6.640200e-02  -9.832253e-01   8.999910e+01  -3.079462e+01   8.823602e+01
   1.441291e+03  -1.061859e-01   3.217369e-01  -9.408560e-01   1.151088e+01  -1.108046e+02   6.709611e+01
   3.515547e+02   2.675062e-01   5.886175e-01  -7.628695e-01  -6.842837e+01   1.359350e+01   1.175776e+02
   6.184469e+01   3.526105e-01   5.566826e-01  -7.521771e-01  -1.200802e+02  -2.644017e+01   5.708722e+01
   1.652593e+02  -1.852558e-01  -5.005079e-01  -8.456785e-01  -1.788439e+01   1.076416e+02   5.845920e+01
   1.903687e+02  -3.084697e-01  -4.195756e-01  -8.536995e-01   9.650539e+01   3.212909e+01   6.647589e+01
   3.905276e+02  -2.385247e-01  -4.633299e-01  -8.534819e-01  -2.648977e+00   1.144118e+02   5.579665e+01
   3.366232e+02   7.320753e-01  -2.567162e-01  -6.310012e-01  -8.703626e+01   4.289647e+01   4.004855e+01
   2.097737e+03   1.979641e-01   2.087930e-01  -9.577138e-01  -3.758277e+01  -8.586274e+01   7.792769e+01
   1.450326e+03   1.570362e-01   1.948132e-01  -9.681877e-01   4.123096e+01   5.354690e+01   1.207477e+02
   1.244818e+02  -7.216612e-01  -2.427342e-01  -6.482940e-01   9.320034e+01   3.520606e+01   3.732135e+01
   1.900375e+02  -3.283143e-01  -2.553701e-01  -9.093931e-01  -5.778197e+01   2.509450e+01   1.237773e+02
   5.687131e+02   1.074220e-01   6.033964e-01  -7.901729e-01   2.094561e+01  -1.092194e+02   4.599931e+01
   1.659845e+02   2.303096e-01  -3.444265e-01  -9.101252e-01  -1.013987e+02  -4.624700e+00   8.596595e+01
   6.537567e+02   4.119437e-02   5.912356e-01  -8.054461e-01   4.187251e+00  -1.779781e+00   1.230625e+02
   1.450263e+02   9.708445e-01   2.333391e-01  -5.489796e-02  -8.803600e+01  -6.400441e+01  -7.359110e+00
   1.082167e+02  -5.261768e-01  -4.288761e-01  -7.343046e-01  -2.820179e+01   6.156261e+01   1.204356e+02
   4.048630e+02  -2.219967e-02   3.307405e-01  -9.434606e-01   5.346327e+01   2.376008e+01   1.130641e+02
   1.380009e+02  -5.728122e-02   5.776150e-01  -8.142971e-01  -5.300493e+01  -3.971599e+01   9.836169e+01
   2.895034e+01  -8.379339e-02   8.842949e-02  -9.925517e-01   7.802944e+01  -1.215991e+01   9.307964e+01
   1.273770e+03  -2.735611e-01   4.059072e-01  -8.720113e-01  -4.469656e+00   3.570582e+01   1.327001e+02
   6.063892e+02   5.646875e-01   2.544904e-01  -7.850876e-01  -1.930726e+01  -1.101898e+01   1.099154e+02
   3.605154e+01   5.598515e-03  -9.386592e-01  -3.448009e-01  -4.118210e+01   7.130117e+01   9.524901e+01
   4.556509e+02   4.282787e-01  -2.486852e-02  -9.033044e-01  -1.119765e+02   3.289606e+01   5.670820e+01
   1.860259e+03  -3.281452e-01  -3.837622e-01  -8.631612e-01   1.523774e+01   7.663791e+00   1.066530e+02
   1.562062e+04  -1.083586e-01  -1.622913e-01  -9.807752e-01   5.481302e+01  -4.871628e+01   1.039655e+02
   2.690131e+02   3.234329e-01   3.705848e-01  -8.706653e-01   1.067584e+01  -5.106246e+01   9.708661e+01
   5.074749e+01   7.751202e-01  -4.371445e-01  -4.561724e-01  -1.086147e+02   1.095257e+01   2.416345e+01
   9.781865e+01  -3.977251e-01   8.091602e-01  -4.325211e-01   3.538438e+01  -7.546381e+01   5.748722e+01
   2.934977e+02   1.961273e-01  -3.511798e-01  -9.155364e-01  -1.039552e+02   5.329340e+01   6.651399e+01
   6.156862e+01  -7.077834e-01   3.501004e-01  -6.135734e-01   9.986041e+01  -7.180204e+01   6.816682e+00
   1.988944e+02  -4.520398e-02   1.481728e-01  -9.879278e-01  -8.763747e+01   9.323665e+00   1.066303e+02
   3.956852e+02  -6.179370e-03   6.298886e-02  -9.979951e-01   1.743166e+01   3.884814e+01   1.025449e+02
   1.511476e+04  -1.944052e-01   2.594040e-01  -9.460001e-01   4.152494e+01  -4.461297e+01   8.494138e+01
   1.732087e+00  -2.080327e-01   7.965978e-01  -5.675864e-01   5.068697e+01  -7.356484e+01   5.435976e+01
   2.754468e+02  -1.825216e-01   3.280499e-01  -9.268598e-01   6.301231e+01  -7.476663e+01   6.901983e+01
   2.659650e+01  -4.293541e-01   8.428126e-01  -3.245334e-01   9.821681e+01  -6.723415e+01   3.587997e+00
   2.455372e+02   6.419288e-01   3.063684e-01  -7.028981e-01  -3.229740e+01  -2.596419e+01   1.014553e+02
   3.260123e+02   2.419611e-01   7.178148e-01  -6.528375e-01  -4.485164e+01  -3.699505e+01   9.587693e+01
   7.238013e+01  -3.120679e-01   3.806979e-01  -8.704497e-01   3.811878e+01  -1.059715e+02   5.486960e+01
   3.062402e+03   5.654215e-01   2.070737e-01  -7.983853e-01  -6.562149e+01  -2.947220e+01   7.113518e+01
   8.322138e+01  -1.629140e-01  -9.863133e-01  -2.539996e-02   2.733653e+01   9.552366e+01   5.237201e+01
   1.467516e+03   1.716063e-01   1.633399e-03  -9.851643e-01  -7.938177e+01   5.277587e+01   8.776587e+01
   9.675124e+02   5.900033e-02  -5.687085e-01  -8.204204e-01   5.969897e+01   9.423439e+01   6.085949e+01
   3.900910e+01   5.805098e-01  -4.708236e-01  -6.643294e-01  -2.539913e+01   8.053227e+00   1.226258e+02
   4.926316e+02  -4.319445e-01  -1.436003e-01  -8.903948e-01  -1.394170e+01  -4.092323e+01   1.256730e+02
   2.318630e+02   9.995123e-01  -3.062404e-02  -6.117533e-03  -9.963701e+01  -3.984000e+00   8.722370e+01
   6.752215e+01   4.953918e-01  -5.743361e-01  -6.517093e-01  -1.226807e+02   5.951003e+01   7.743063e+00
   1.252602e+02  -2.541120e-01   3.273662e-01  -9.100871e-01   7.066778e+01  -2.209638e+01   8.219967e+01
   3.307266e+02   6.550509e-01  -1.780463e-01  -7.343077e-01  -1.108101e+02   3.226253e+01   2.951017e+01
   1.566914e+02  -8.472876e-01   4.069051e-01   3.413676e-01   9.125463e+01  -2.129279e+01  -4.106112e+01
   6.458097e+01   1.477080e-01  -4.396086e-01  -8.859608e-01  -3.950440e+01   1.204734e+02   4.650739e+01
   6.635287e+03  -1.014247e-02  -3.710183e-01  -9.285702e-01  -8.441584e+01  -6.529196e+00   1.112233e+02
   2.881923e+01   6.121322e-02  -4.671488e-01  -8.820572e-01   4.499715e+01  -2.927116e+00   1.180443e+02
   3.371131e+02   2.759082e-01   4.341038e-02  -9.602032e-01   3.592640e+01  -6.953797e+01   1.113241e+02
   2.634149e+02  -3.556838e-01   6.090924e-02  -9.326195e-01   5.338645e+01  -1.001637e+02   8.032259e+01
   3.446629e+02   6.765735e-01  -1.815172e-01  -7.136524e-01  -6.942473e+01  -3.760107e+01   8.387040e+01
   2.755817e+02   4.105360e-01   2.230424e-01  -8.841449e-01  -5.477596e+01  -1.564303e+01   8.372319e+01
   4.919493e+01  -7.563185e-01  -4.210592e-03  -6.541900e-01   1.190517e+02  -2.602308e+01   1.539091e+01
   3.287131e+02  -3.228700e-01   1.840834e-01  -9.283686e-01   5.180748e+01  -4.679921e+01   8.041844e+01
   2.226901e+01   3.700278e-02   3.317177e-01  -9.426527e-01   2.180505e+01  -1.162200e+01   1.028498e+02
   1.771569e+03   7.140907e-02   4.746725e-01  -8.772610e-01  -1.797677e+01  -9.228241e+01   6.259526e+01
   4.313562e+01  -3.896694e-01   4.002740e-01  -8.294206e-01   7.367545e+01  -4.843563e+01   6.257791e+01
   7.847537e+02  -8.109968e-03   2.085488e-01  -9.779783e-01  -7.390117e+01   1.026537e+01   1.050536e+02
   1.224825e+02  -8.180774e-02  -5.635507e-01  -8.220208e-01   4.651050e+01   8.298342e+01   6.013196e+01
   6.581780e+03  -1.134058e-01   1.451520e-01  -9.828886e-01   2.925809e+01   7.070472e+01   1.088067e+02
   6.410569e+01  -4.526055e-01  -3.298872e-01  -8.284460e-01   7.724799e+01   8.088503e+01   4.629656e+01
   5.723719e+02   3.391280e-02  -1.510398e-01  -9.879458e-01  -1.007086e+01  -4.517036e+01   1.077802e+02
   1.697513e+02   5.854367e-01   5.502645e-01  -5.953761e-01  -1.050193e+02  -6.161156e+01   7.751733e+00
   3.749058e+02  -1.404835e-01   3.347195e-01  -9.317871e-01   2.117162e+01  -1.184101e+02   6.159300e+01
   3.431173e+02  -7.685248e-01   1.959042e-01  -6.090905e-01   4.057493e+01   4.345156e+01   1.269590e+02
   4.171821e+01  -1.027677e-01  -7.369300e-02  -9.919718e-01   4.556320e+01  -1.563003e+01   9.725014e+01
   6.903629e+01   1.263438e-01   8.652802e-01  -4.851055e-01   3.774045e+01  -1.243962e+02  -5.914745e+00
   1.075299e+03   5.310414e-03  -7.886777e-02  -9.968709e-01  -2.730062e+01  -8.397711e+01   1.068123e+02
   4.661490e+02  -1.917441e-01  -8.053395e-02  -9.781352e-01  -2.363169e+00  -6.021084e+01   1.076560e+02
   1.212004e+02   7.123815e-01   3.054669e-01  -6.318248e-01  -1.160845e+02  -6.633501e+01  -4.684217e+00
   2.258497e+02  -5.317568e-02   8.152942e-01  -5.766001e-01   7.547992e+01  -1.183456e+02  -8.675092e-01
   1.992641e+02  -8.292610e-01   1.288027e-01  -5.438162e-01   5.806501e+01  -3.294649e+01   8.753942e+01
   8.391679e+01  -3.374990e-01   4.336392e-01  -8.354948e-01   6.514135e+01  -8.407175e+01   4.974065e+01
   3.089638e+02   2.292498e-01  -3.709301e-01  -8.999197e-01  -4.054575e+01   1.059019e+02   5.714144e+01
   4.558954e+01  -3.856556e-01   3.463646e-01  -8.551616e-01   1.251795e+01  -1.193472e+02   6.295269e+01
   1.386677e+02   6.140347e-01   4.201769e-01  -6.681413e-01  -8.796450e+01  -1.006600e+02   5.525416e+00
   1.132670e+03   1.675425e-01  -2.966227e-01  -9.401832e-01   6.388395e+01   3.638838e+01   1.062662e+02
   1.217477e+03  -1.168004e-01   3.674957e-01  -9.226617e-01  -1.402787e+01   1.366125e+01   1.155992e+02
   8.836163e+02  -1.060219e-01   3.348107e-01  -9.363018e-01  -6.758070e+01  -6.304876e+01   9.191014e+01
   5.501089e+01   3.486213e-01   5.915098e-01  -7.270346e-01   2.643898e+01  -1.212044e+02   5.161186e+01
   5.306205e+01   2.110901e-01   3.776099e-01  -9.015829e-01  -4.418837e+01  -1.021766e+02   5.777547e+01
   3.234138e+02  -9.714122e-02   2.922244e-01  -9.514034e-01  -5.009552e+01  -9.899355e+01   7.981683e+01
   7.306893e+01  -7.857011e-01  -6.377871e-02  -6.153097e-01   6.156430e+01  -5.552761e+00   8.448267e+01
   1.002371e+02   3.872600e-02  -2.632347e-01  -9.639543e-01  -7.694743e+01   4.673823e+01   8.788489e+01
   1.305599e+02  -6.740012e-01   8.967318e-02  -7.332674e-01   8.083239e+01  -7.770993e+01   5.257342e+01
   1.877801e+02   1.704166e-01  -5.934768e-01  -7.866025e-01  -8.136584e+01   2.429452e+01   9.117143e+01
   7.896196e+02   1.292002e-01   9.622671e-02  -9.869386e-01  -9.209515e+00  -4.782389e+01   9.545497e+01
   2.596240e+02  -6.512400e-01  -4.570993e-01  -6.057612e-01   9.779176e+01   2.179943e+01   4.349831e+01
   1.880469e+02  -6.804305e-01  -2.852402e-01  -6.750203e-01   1.180380e+02  -5.475719e+01   5.229817e+01
   5.419346e+01  -8.476188e-02  -5.832061e-02  -9.946930e-01   8.761468e+01  -8.213712e+00   9.354911e+01
   2.529144e+01  -2.834954e-01   1.116227e-01  -9.524551e-01  -4.187708e+01   3.573788e+01   1.216447e+02
   1.646447e+02   2.566066e-01  -8.441114e-01  -4.707748e-01  -1.016000e+02   5.373756e+01   6.068354e+01
   3.222494e+03  -1.407990e-01  -1.665145e-01  -9.759347e-01  -1.385162e+01  -2.945625e+01   1.094901e+02
   5.700793e+02   1.315357e-01   4.224495e-01  -8.967914e-01  -1.182439e+01   1.067293e+01   1.148020e+02
   3.123591e+02  -5.237904e-01   7.965248e-02  -8.481151e-01   1.263992e+02   9.101742e+00   4.069999e+01
   1.267148e+02   3.019841e-02  -9.035070e-01  -4.275080e-01   7.855867e+01   8.350977e+01   6.297118e+01
   3.329757e+03  -8.016489e-02  -2.212440e-01  -9.719180e-01  -3.001686e+01   7.851692e+01   8.749184e+01
   8.824831e+01   6.166095e-01  -1.079205e-01  -7.798371e-01  -1.148283e+02   7.075773e+01   2.764628e+01
   4.554965e+02   3.566917e-01   1.629443e-01  -9.199023e-01  -8.011376e+01   4.151366e+01   8.499653e+01
   5.260519e+01   3.352115e-01   7.362270e-02  -9.392619e-01  -4.339396e+01   7.410863e+01   9.678868e+01
   1.620451e+01   6.998619e-01  -2.680110e-02  -7.137752e-01  -3.477430e+01   2.403809e+01   1.051011e+02
   1.452667e+04  -4.030274e-01  -2.688279e-01  -8.748146e-01   6.187579e+01  -4.974856e+01   1.010913e+02
   8.923336e+01  -7.995481e-01  -5.259579e-01  -2.899845e-01   7.107521e+01   5.451189e+01   5.000607e+01
   3.138897e+02   3.386689e-01   4.911100e-01  -8.025674e-01  -4.742670e+01  -5.654274e+01   6.998708e+01
   3.801646e+01   9.286542e-01  -2.574787e-01  -2.670320e-01  -9.768051e+01   1.564231e+01   1.970183e+01
   3.975787e+03  -4.805816e-01  -3.279957e-01  -8.133020e-01   5.217789e+01   4.360487e+01   7.453819e+01
   1.449238e+02   9.907065e-01  -1.004739e-01  -9.168248e-02  -9.318051e+01   8.696528e+01  -1.147740e+01
   4.112646e+01  -2.120043e-01   1.175500e-01  -9.701733e-01   1.355148e+01  -1.049867e+02   8.739248e+01
   1.038480e+03  -1.575421e-01  -5.600676e-02  -9.859228e-01   4.583861e+00   6.766811e+01   9.685138e+01
   8.744405e+01   5.977873e-02   2.149843e-01  -9.747863e-01  -6.995310e+01  -3.834171e+01   8.984065e+01
   1.314970e+02  -2.613670e-01  -8.455471e-01  -4.655506e-01   3.664772e+01   1.146348e+02  -1.397838e+01
   2.784329e+01  -2.033141e-01  -2.908504e-01  -9.349168e-01   6.749073e+01   1.039027e+02   5.996045e+01
   6.715225e+02   4.647375e-01  -8.078320e-02  -8.817557e-01   6.502077e+00   8.483798e+01   1.090645e+02
   3.782305e+02   7.208934e-01  -1.266406e-01  -6.813772e-01  -9.941436e+01  -2.940269e+01   4.704651e+01
   1.719042e+03   4.581842e-01   5.379061e-02  -8.872282e-01  -1.051814e+02   2.212141e+01   5.973376e+01
   3.212809e+02  -3.356710e-01   2.664166e-01  -9.035193e-01   9.523894e+01  -3.369238e+01   6.536090e+01
   8.240673e+01  -9.612763e-01   2.209710e-01  -1.646805e-01   7.737355e+01  -5.007448e+01   8.839923e+01
   1.236948e+02   8.167258e-01   3.928214e-01  -4.226705e-01  -5.288803e+01  -4.883547e+01   8.900872e+01
   7.203871e+02  -5.850194e-01   1.445547e-01  -7.980327e-01   8.866838e+01  -2.753097e+01   5.532047e+01
   5.618579e+02   9.209096e-02   2.599014e-01  -9.612338e-01  -9.020371e+01  -7.182050e+01   7.597194e+01
   8.973849e+02   2.060947e-01  -1.703157e-01  -9.635962e-01  -6.790581e+01  -8.434861e+00   9.074503e+01
   6.639331e+01  -9.321742e-02   2.466803e-01  -9.646032e-01   3.306670e+01  -3.169457e+01   9.236874e+01
   1.364046e+02   1.023623e-02   9.172285e-01   3.982299e-01  -5.775338e+01  -7.705863e+01  -7.214037e+01
   2.521965e+02   2.725388e-01  -4.490803e-02  -9.610962e-01  -5.128543e+00   4.776854e+01   1.003615e+02
   6.428308e+01  -1.134272e-01   3.956531e-01  -9.113687e-01   1.270577e+01  -9.401286e+01   6.732988e+01
   2.043974e+02  -5.368930e-01   1.445849e-01  -8.311685e-01   1.277987e+02  -8.497515e+00   3.628285e+01
   1.395704e+03   5.606624e-01   5.494797e-01  -6.194592e-01  -1.736258e+01  -5.608298e+01   9.596918e+01
   2.248252e+02  -3.669478e-01   7.552378e-01  -5.431069e-01   4.212206e+01  -4.310684e+01   9.572238e+01
   1.470524e+02   5.907944e-01  -6.391549e-01  -4.923851e-01  -5.398526e+01   8.153399e+01   3.248062e+01
   1.018040e+02   9.886511e-01  -1.452155e-01   3.848903e-02  -9.631199e+01   3.103403e+01  -7.129723e+00
   1.754992e+02   3.583242e-01  -8.876323e-01  -2.893315e-01   3.012597e+01   1.061452e+02   5.729406e+01
   2.022695e+02  -3.837972e-01   8.696343e-02  -9.193134e-01  -8.485491e+00  -3.097992e+01   1.093888e+02
   9.731691e+02  -1.674313e-01  -9.255090e-02  -9.815300e-01   4.644697e+01   5.531898e+01   8.874258e+01
   3.197207e+01  -7.660330e-01  -6.168022e-01   1.809654e-01   7.639992e+01   3.547493e+01  -1.082755e+02
   2.653713e+02   7.474626e-01   4.106791e-01  -5.221515e-01  -1.235008e+02  -6.411907e+00   9.680209e+00
   1.121801e+04   1.859369e-01   3.469718e-01  -9.192595e-01  -3.537311e+00  -3.420699e+01   9.515640e+01
   1.831160e+02   1.022086e-02   1.128758e-01  -9.935565e-01  -3.356943e+01  -2.589362e+01   9.736147e+01
   7.721112e+01   8.524933e-01  -5.178733e-01  -7.115138e-02  -1.050746e+02   2.241145e+01  -1.660766e+01
   1.540465e+02  -2.450423e-02   7.481776e-01  -6.630459e-01   2.911506e+01  -6.762592e+01   7.343437e+01
   2.935202e+02   4.114964e-01   3.354279e-01  -8.474425e-01  -2.951320e+01   5.087039e+01   1.238064e+02
   6.170218e+02   4.640111e-01  -3.750960e-02  -8.850349e-01  -1.207176e+02   5.565698e+01   4.734053e+01
   3.161760e+01   1.372053e-01   3.241814e-01  -9.359920e-01  -2.875604e+01  -4.424510e+01   8.729890e+01
   7.681103e+01   2.574680e-01  -8.910904e-02  -9.621693e-01  -5.471075e+01   7.124485e+01   8.269352e+01
   2.694129e+02  -8.105398e-01  -4.099913e-02  -5.842468e-01   1.045891e+02   7.480848e+01   2.081187e+01
   3.603508e+02   1.169371e-01  -2.528477e-01  -9.604133e-01   1.692600e+01   9.729589e+01   8.056764e+01
   5.467126e+02   3.970525e-02  -6.407077e-02  -9.971552e-01  -2.437803e+01   9.054746e+01   9.349660e+01
   1.883603e+03  -2.545532e-01   6.988190e-02  -9.645306e-01   1.019471e+02  -3.434108e+01   7.428404e+01
   8.551035e+01  -5.930212e-01  -1.073327e-01  -7.980010e-01   9.051113e+01   7.726154e+01   4.765946e+01
   1.312636e+02   2.983041e-01   8.004416e-01  -5.199115e-01  -7.186523e+01  -1.114561e+02  -2.048764e+01
   2.500378e+02   7.955026e-01  -3.893392e-01  -4.643174e-01  -5.306501e+01   2.823844e+01   1.007766e+02
   6.832849e+02  -5.430504e-02   3.696405e-01  -9.275866e-01  -3.136190e+01   1.760190e+01   1.166570e+02
   6.565741e+01   2.929871e-01   4.663161e-01  -8.346903e-01   6.098002e+01  -4.506904e+01   1.160310e+02
   2.921860e+01   7.933108e-01   6.182631e-02  -6.056694e-01  -7.742599e+01   3.800880e+01   6.757327e+01
   6.294861e+01   8.289578e-02  -7.380555e-02  -9.938214e-01  -7.873731e+01   2.284609e+00   9.388446e+01
   8.967694e+02   1.146842e-01   3.695790e-01  -9.220948e-01   3.181618e+01   6.354213e+00   1.149526e+02
   3.539917e+01   8.410836e-01  -4.296339e-01  -3.286232e-01  -1.149666e+02  -7.777768e+00   2.022108e+01
   6.136461e+02  -3.641383e-01  -2.987851e-02  -9.308655e-01  -4.341398e+01   3.845804e+01   1.231753e+02
   8.546112e+01   1.797789e-01  -4.323612e-01  -8.835968e-01  -6.156875e+01  -3.560701e+01   1.180701e+02
   3.286186e+01  -2.050735e-02   8.982676e-02  -9.957463e-01   7.338206e+01   5.288379e+01   1.036866e+02
   1.257095e+01  -6.087690e-01   1.885461e-01  -7.706171e-01   1.336295e+01  -9.092447e+01   9.696332e+01
   3.375010e+01   3.322137e-01  -2.214766e-01  -9.168327e-01  -1.197532e+02   2.448127e+01   5.976479e+01
   1.415299e+04   3.595945e-01  -2.365030e-01  -9.026395e-01  -4.031784e+01   6.126391e+01   7.867241e+01
   1.320371e+02   9.799172e-02  -4.856358e-02  -9.940016e-01  -6.325244e+01  -3.006657e+01   9.583679e+01
   2.421127e+01   5.915776e-01   7.944525e-01   1.374086e-01  -9.763594e+01  -4.938894e+01  -2.185883e+01
   5.593516e+01   2.436046e-01   7.805604e-01  -5.756581e-01  -3.093685e+01  -7.404816e+01   6.021731e+01
   2.926924e+02   2.943428e-01  -2.702538e-01  -9.166925e-01  -9.941489e+01   7.885024e+01   5.392033e+01
   2.567022e+02   3.346929e-01   4.396323e-02  -9.413012e-01  -1.200776e+02  -3.821891e+01   6.175563e+01
   6.287945e+01   5.755302e-01   7.916243e-01  -2.051729e-01  -1.825300e+01  -1.259530e+02  -4.977555e+01
   2.720574e+02   8.606534e-02  -7.299592e-02  -9.936118e-01   6.359580e+01   1.632209e+01   1.049524e+02
   4.005286e+01   4.446903e-02   2.484706e-01  -9.676181e-01  -8.875036e+01  -1.346487e+01   9.581025e+01
   1.536080e+02   5.256012e-01   5.030673e-01  -6.860515e-01  -8.152709e+01   2.635177e+01   1.026249e+02
   4.030861e+03  -4.040945e-01   9.613622e-02  -9.096513e-01  -1.543247e+01   5.294415e+01   1.223832e+02
   1.303446e+04   2.110597e-02  -1.547204e-01  -9.877328e-01   6.636147e+01  -9.988519e+00   1.042246e+02
   2.097965e+03  -1.127487e-01  -2.694406e-01  -9.563940e-01  -4.423004e+01  -1.017356e+01   1.126398e+02
   1.648982e+03   1.042056e-01   1.629007e-01  -9.811241e-01  -7.342168e+01  -7.154464e+01   8.224686e+01
   8.241232e+01   7.614026e-01  -2.535633e-01  -5.966337e-01  -5.108630e+01   5.552206e+01   7.881621e+01
   1.000984e+01   3.389595e-01   6.809569e-02  -9.383333e-01  -1.543668e+01   5.215859e+01   1.047809e+02
   1.468158e+02   9.101065e-01   1.535958e-01  -3.848565e-01  -7.933633e+01   6.120706e+01   9.665068e+01
   1.073221e+02   3.349532e-01   2.605688e-01  -9.054890e-01  -2.766875e+01  -9.860440e+01   7.182753e+01
   2.414744e+02   3.409297e-01   2.275503e-01  -9.121337e-01  -1.017079e+02  -1.001993e+01   6.911786e+01
   2.325170e+02  -2.105110e-01   8.108754e-02  -9.742227e-01   1.785589e+01  -3.864193e+00   9.846598e+01
   4.706685e+02   4.409909e-01  -1.316105e-01  -8.878095e-01  -5.856388e+01   1.153250e+01   8.183745e+01
   5.450481e+01   2.276808e-01   4.220765e-01  -8.775038e-01  -2.134700e+01  -1.038047e+01   1.034279e+02
   6.652712e+03  -6.514557e-01   1.212111e-01  -7.489415e-01   8.171630e+01   6.768587e+01   7.339656e+01
   1.578492e+03   4.949198e-01  -3.402923e-01  -7.995346e-01  -8.883513e+01  -2.775004e+01   8.189372e+01
   1.377483e+02  -1.837458e-01   1.641131e-02  -9.828368e-01   7.336378e+01  -6.170703e+01   8.700022e+01
   2.003285e+02   1.745383e-01  -4.231667e-01  -8.890817e-01   3.792444e+01  -2.190784e+00   1.209634e+02
   2.160997e+02  -5.755348e-01   4.302677e-01  -6.954347e-01   3.019014e+01  -9.525546e+01   5.987503e+01
   2.554697e+02  -4.360146e-01   4.216190e-01  -7.950652e-01  -1.743387e+01  -1.090792e+02   7.749245e+01
   5.946775e+01   3.916770e-01  -4.087183e-01  -8.243412e-01   1.095752e+01   1.250256e+02   6.452612e+01
   1.599913e+02   2.249588e-01  -5.563217e-01  -7.999373e-01  -2.009511e+01   1.235494e+02   3.343541e+01
   1.085075e+03  -2.293960e-01   2.517053e-01  -9.402244e-01   9.528250e+00  -6.491228e+01   8.665537e+01
   2.648194e+02  -1.371423e-01  -1.940184e-01  -9.713644e-01   8.575479e+01  -1.232205e+01   9.330185e+01
   4.072021e+02  -2.012060e-01  -1.236170e-01  -9.717175e-01   1.126363e+01  -5.539923e+01   1.076259e+02
   2.281872e+02   4.809188e-01   2.898315e-01  -8.274750e-01  -3.945226e+01  -8.100763e+01   6.954664e+01
   5.054312e+02  -1.562113e-01  -7.800724e-01  -6.058754e-01  -3.588251e+01   1.252625e+02   1.302480e+01
   3.434915e+02   3.377949e-01  -9.379379e-01  -7.853092e-02  -1.383604e+01   1.072794e+02  -6.742787e+01
   3.731587e+02   3.217394e-02  -2.997754e-01  -9.534671e-01  -3.890834e+01   8.739293e+00   1.008198e+02
   1.003489e+02  -5.006805e-01   3.966666e-01  -7.693989e-01   9.317880e+01  -7.676241e+01   2.976103e+01
   3.396451e+02  -6.789464e-01   6.188381e-02  -7.315751e-01   7.081776e+01  -1.855043e+01   6.939898e+01
   2.371534e+02   5.347072e-01  -5.877989e-01  -6.071085e-01  -6.605189e+01   5.507100e+01   5.322098e+01
   8.239716e+02  -4.883847e-01  -5.581908e-01  -6.707484e-01  -1.457419e+01   1.036321e+02   7.345721e+01
   6.590799e+01  -7.329889e-01  -1.245661e-01  -6.687380e-01   1.151627e+02  -5.136446e+01   3.287576e+01
   7.362179e+01  -3.376257e-01   5.728934e-01  -7.468614e-01   7.107714e+01  -1.090110e+02   1.814373e+01
   5.436995e+01  -7.967458e-01  -1.988171e-01  -5.706732e-01   1.300812e+02  -1.475545e+00  -5.867293e+00
   3.285874e+02   4.090901e-01   1.009388e-01  -9.068940e-01   3.923871e+01  -2.877095e+01   1.247644e+02
   7.305780e+02   1.361143e-01   5.680676e-01  -8.116478e-01  -1.848863e+01  -1.371273e+02   2.413098e+01
   2.298567e+02   4.916676e-02  -6.962835e-01  -7.160810e-01  -1.090854e+01   1.393369e+02   3.415403e+00
   6.755677e+02  -2.433061e-01   3.491443e-01  -9.049311e-01   7.024169e+01  -2.856984e+01   8.059704e+01
   4.112615e+02   3.984628e-01   2.746482e-01  -8.750976e-01   2.394281e+01  -7.113626e+01   1.028490e+02
   1.160292e+03  -7.585384e-01  -2.015184e-01  -6.196852e-01   8.733928e+01  -1.321010e+00   5.489240e+01
   8.729728e+01  -4.443592e-01  -8.575114e-03  -8.958076e-01   4.570649e-01  -2.922026e+01   1.116841e+02
   8.804296e+01   8.447112e-02   7.392085e-02  -9.936802e-01  -8.952208e+01   1.533505e+01   9.416666e+01
   1.105386e+02  -6.580616e-01  -4.428783e-01  -6.089448e-01   8.342780e+01   1.062952e+02  -3.245717e+00
   8.158192e+01  -4.844395e-01  -1.909022e-01  -8.537416e-01   2.853321e+01  -1.636876e+01   1.046010e+02
   5.275943e+02   5.654136e-02  -2.843446e-01  -9.570534e-01  -4.467148e+01   9.643244e+01   7.319777e+01
   4.415552e+02   7.153232e-01  -2.152471e-01  -6.648168e-01  -6.954272e+01   1.030418e+02   4.222973e+01
   1.524337e+03   3.574906e-01  -6.369453e-01  -6.830090e-01   1.050027e+01   1.114091e+02   4.801147e+01
   2.189133e+02   1.468575e-01   6.098922e-01  -7.787582e-01   3.481441e+00  -3.394212e+00   1.264079e+02
   3.901837e+01   3.469232e-01   9.276167e-01  -1.384615e-01   1.757546e+01  -1.102346e+02   2.774685e+01
   4.661215e+01  -7.306073e-02  -2.800550e-01  -9.571997e-01   8.233113e+01   4.414264e+01   8.527213e+01
