ip= 1 ,W-index= 17.2 ,Rc(GV)= 4.381 ,depth(g/cm2)= 1033.23 ,g= 0.15
Total Flux (/cm2/s)= 0.000349646
  Energy(MeV/n)              u              v              w              x              y              z
   1.580686e+03   9.878112e-02   2.078078e-01  -9.731692e-01   7.874774e+01  -6.490468e+01   9.689075e+01
   9.933500e+01  -1.877636e-01  -3.591973e-01  -9.141784e-01   8.235483e+00   7.662383e+01   7.758946e+01
   3.711487e+02  -2.243515e-01   1.666246e-01  -9.601576e-01  -3.590485e+01  -1.954228e+01   1.091478e+02
   6.166618e+03   4.995098e-01  -1.418948e-02  -8.661920e-01  -3.703617e+01  -8.654934e+01   9.550788e+01
   4.203731e+02  -5.309906e-01   7.114978e-01  -4.602389e-01   1.010852e+02  -5.838377e+01   1.039635e+01
   2.539063e+03  -4.892894e-01  -1.811676e-01  -8.530968e-01  -3.471196e+01   1.879073e+01   1.331384e+02
   2.352216e+03   3.291085e-01  -6.299167e-02  -9.421888e-01   2.159909e+00  -3.276056e+01   1.090806e+02
   8.465732e+01   8.322993e-01  -1.270266e-01  -5.395759e-01  -5.137628e+01  -7.541431e+00   1.078579e+02
   8.807191e+03   1.082037e-02  -7.895271e-01  -6.136204e-01  -5.334504e+01   1.217044e+02   5.433095e+00
   2.039707e+01  -5.330340e-01  -4.620878e-01  -7.087663e-01   1.227716e+02   1.989659e+01   3.578695e+01
   3.450005e+02  -2.268998e-01   1.965599e-01  -9.538767e-01  -6.101317e+01  -6.975633e+01   1.049743e+02
   2.351360e+02   4.384895e-01  -6.914477e-01  -5.741315e-01  -6.954570e+01   9.495352e+01   6.705001e+00
   5.610489e+02   1.841621e-01   3.377238e-01  -9.230530e-01  -2.996448e+01   1.354303e+01   1.073129e+02
   5.880146e+01   6.009993e-01   7.459800e-01  -2.869036e-01  -6.291896e+01  -8.091198e+01   6.368099e+00
   8.468716e+02  -3.073107e-01  -2.553926e-01  -9.166977e-01   6.003551e+01   7.627808e+01   6.770998e+01
   8.614957e+01  -7.273729e-01   3.276765e-01  -6.029567e-01   9.825119e+01  -4.247286e+00   4.501651e+01
   1.837632e+03   5.295852e-01   1.259426e-01  -8.388552e-01   1.151763e+01  -6.997185e-01   1.263763e+02
   1.184076e+03   5.645967e-01   3.698193e-01  -7.378782e-01   1.700989e+01  -3.997393e+01   1.285044e+02
   1.583789e+02  -3.703814e-01   3.150472e-01  -8.738209e-01   3.939045e+01   3.657102e+01   1.109290e+02
   6.483882e+00   6.940435e-01   5.628883e-01  -4.488434e-01  -2.569967e+01  -7.811192e+01   8.509655e+01
   4.174553e+02  -4.816606e-01  -6.398839e-01  -5.987918e-01   8.520016e+01   9.731113e+01  -5.520102e+00
   8.834685e+02   2.571018e-01   2.752881e-01  -9.263450e-01   3.352491e+01  -7.381215e+01   9.532054e+01
   1.946302e+02   1.399894e-01  -2.909663e-01  -9.464362e-01   5.587027e+01   3.963011e+01   1.017398e+02
   2.256367e+02   9.587958e-03  -1.335209e-01  -9.909996e-01   1.456623e+01  -5.632587e+01   1.086381e+02
   4.641214e+02  -5.736348e-01   4.748621e-02  -8.177336e-01   8.283234e+01  -8.462755e+01   5.926851e+01
   1.005930e+01   4.949359e-01   2.582565e-01  -8.296638e-01  -1.350051e+01  -7.132831e+01   9.027405e+01
   7.961057e+02   2.849476e-01  -1.916544e-01  -9.391876e-01  -1.219855e+02   1.576994e+01   6.624677e+01
   1.305771e+03   1.083083e-01  -1.978498e-01  -9.742303e-01  -6.687850e+01  -2.286903e+00   9.567446e+01
   4.516148e+02  -5.502534e-01   2.907133e-01  -7.827560e-01  -1.281233e+01  -7.331088e+01   1.095330e+02
   2.950411e+02  -3.524058e-01  -1.818004e-01  -9.180189e-01   2.180370e+01   4.069683e+01   9.250087e+01
   2.340951e+02   1.166657e-01   5.496876e-01  -8.271835e-01  -5.164732e+01  -6.840321e+01   6.815190e+01
   1.490572e+02  -6.301190e-02   9.774509e-02  -9.932147e-01   6.639610e+01   1.264719e+00   9.659531e+01
   4.027218e+02   1.291273e-01  -3.247457e-01  -9.369452e-01  -4.248082e+01   7.948595e+01   7.332536e+01
   2.213946e+02  -9.443538e-02  -5.887038e-03  -9.955136e-01  -3.163125e+00  -2.250843e+01   1.008838e+02
   1.971505e+01  -7.801187e-02   1.367257e-01  -9.875324e-01  -4.859645e+00  -9.110401e+01   8.903288e+01
   2.812551e+02   6.785002e-01  -1.032167e-01  -7.273127e-01  -1.162540e+02   3.401467e+01   2.421350e+01
   2.560346e+03  -4.381589e-01   7.099228e-02  -8.960898e-01   1.265360e+01   3.971537e+01   1.085552e+02
   8.755733e+02   3.147293e-02  -1.024496e-01  -9.942402e-01  -3.315846e+01   6.551302e+01   9.277901e+01
   1.208133e+01   5.385385e-01  -6.852509e-02  -8.398099e-01  -1.196504e+02   6.298052e+01   3.720829e+01
   1.069786e+04  -5.145623e-01   1.028525e-01  -8.512620e-01   3.756083e+01   1.382830e+01   9.643903e+01
   3.160078e+02   1.791270e-01   5.408676e-01  -8.218125e-01  -7.761609e+01  -3.261641e+01   8.329845e+01
   1.367405e+01  -2.815768e-01  -7.880875e-01  -5.473870e-01   4.109484e+01   1.068251e+02   7.747934e+00
   5.589012e+02   7.026743e-01  -7.374074e-02  -7.076801e-01  -5.388203e+00  -2.497333e+01   1.385589e+02
   2.443966e+03  -6.643528e-02  -1.793421e-01  -9.815410e-01   3.883892e+01   6.498965e+00   9.806436e+01
   6.583627e+01   5.790368e-01   5.400375e-01  -6.107993e-01  -1.056460e+02  -5.141064e+01   1.811296e+01
   1.263957e+03  -1.831547e-01   1.603534e-02  -9.829533e-01   8.229351e+01   4.172119e+01   8.708101e+01
   8.449579e+00  -2.815111e-01   6.153377e-01  -7.362819e-01  -2.328583e+01  -3.192798e+01   1.180373e+02
   5.033070e+02   4.610524e-01   5.777532e-02  -8.854901e-01  -4.106725e+01   5.180277e+01   9.492909e+01
   1.440362e+03   2.639432e-01   2.719780e-01  -9.253983e-01   2.253528e+01  -8.066681e+01   9.078084e+01
   2.389636e+03  -6.705959e-01   2.819287e-01  -6.861614e-01   7.256878e+01   4.536584e+01   9.345558e+01
   2.903318e+02   4.573493e-02  -2.462026e-01  -9.681387e-01  -1.260432e+01   4.324394e+01   9.169840e+01
   6.250592e+01  -1.545543e-01  -8.784358e-01  -4.521764e-01   1.584879e+01   1.220239e+02  -2.131829e+01
   2.607251e+02  -6.524531e-01   5.048926e-02  -7.561454e-01   1.202660e+02   1.289861e+01   2.933738e+01
   2.721724e+02   1.815917e-01  -3.097885e-01  -9.333036e-01  -1.770298e+01   2.665001e+01   9.485597e+01
   2.441705e+03   1.398480e-02   2.113742e-02  -9.996788e-01  -5.859416e+01  -7.208894e+01   9.768818e+01
   3.011440e+03  -6.393883e-01   1.122752e-01  -7.606424e-01   9.899015e+01   7.056508e+01   5.867353e+01
   3.740051e+02  -4.460329e-02   5.695071e-01  -8.207754e-01  -1.399332e+01  -8.378983e+01   6.445764e+01
   6.504579e+02   2.913044e-02   2.005943e-02  -9.993743e-01   2.027022e+01  -9.071919e+01   9.883254e+01
   3.525008e+02  -6.616206e-01   2.152484e-02  -7.495298e-01   2.956869e+01  -8.609110e+01   1.048439e+02
   1.186367e+02   3.707637e-01   7.439668e-01  -5.559206e-01  -9.326483e+01  -1.006576e+02  -1.702601e+01
   3.988779e+01  -2.466106e-01  -5.188477e-01  -8.185233e-01  -9.730870e+00   4.379917e+01   9.733949e+01
   1.506344e+02   1.188505e-01   3.561285e-01  -9.268479e-01  -5.993402e+01  -1.149456e+02   5.604091e+01
   2.519184e+02   2.713294e-01  -9.585207e-01  -8.728384e-02  -8.566159e+01   8.465308e+01  -5.022962e+01
   2.707045e+02  -8.876072e-03   7.887052e-01  -6.147076e-01   4.828485e+01  -8.870142e+01   4.817275e+01
   1.719261e+02   5.064020e-01   1.451808e-01  -8.499880e-01  -4.253069e+01  -5.380520e+01   8.311988e+01
   7.639269e+01  -9.142088e-01  -3.696701e-01   1.660308e-01   6.684973e+01   5.769431e+01  -1.057486e+02
   7.861629e+01   1.134471e-01   1.434960e-01  -9.831270e-01  -5.446548e+01   4.937497e+01   1.026380e+02
   2.677557e+02  -8.213299e-01  -2.039966e-01  -5.327312e-01   1.211570e+02  -4.115877e+01   1.668081e+01
   2.977602e+03  -2.615605e-01  -3.348354e-01  -9.052466e-01   6.118402e+01  -8.416339e+00   9.590179e+01
   6.780370e+01  -4.788107e-01   5.376286e-02  -8.762704e-01   1.236771e+02   2.490659e+01   4.806864e+01
   7.653620e+02  -1.702841e-01   2.309295e-02  -9.851244e-01  -6.189630e+00   4.501780e+00   1.026855e+02
   1.176715e+02   3.355819e-01   2.949236e-01  -8.946535e-01  -8.201625e+01   1.846483e+00   8.161976e+01
   1.718173e+03  -4.570002e-01   7.109526e-03  -8.894382e-01   8.694211e+01   3.026739e+01   6.800093e+01
   8.983536e+03  -2.026610e-02  -1.228782e-01  -9.922148e-01  -2.991104e+01   5.942985e+01   9.403563e+01
   2.890039e+02   3.399879e-01   1.401330e-01  -9.299306e-01  -9.055341e+01   2.191653e+01   7.773071e+01
   4.962605e+02  -4.102374e-01  -1.498788e-01  -8.995786e-01   1.022520e+02  -3.884401e+01   7.100467e+01
   3.989715e+02  -3.642605e-01  -1.829264e-01  -9.131551e-01  -2.903148e+01  -2.125559e+01   1.253492e+02
   4.067199e+02  -1.488350e-01   1.242107e-01  -9.810300e-01   4.061956e+01  -8.915439e+01   8.448311e+01
   1.034187e+01  -7.759179e-01  -2.076963e-01   5.956624e-01   3.043768e+01   3.640885e+01  -1.155367e+02
   2.116786e+02  -4.924876e-02   9.985788e-01   2.037211e-02   3.106640e+01  -9.980995e+01   5.880971e+01
   1.614348e+03  -3.642593e-01  -9.571447e-03  -9.312484e-01   4.159406e+01  -4.018780e+01   9.152621e+01
   4.543408e+02   2.482811e-01  -5.603336e-01  -7.901789e-01  -1.544856e+01  -8.402523e+00   1.276580e+02
   3.310023e+02   1.768727e-01  -7.019383e-02  -9.817275e-01   5.088107e+01  -2.110459e+01   1.125372e+02
   4.482838e+03   1.062875e-02  -2.452097e-01  -9.694118e-01   3.020677e+01  -2.939219e+01   1.109212e+02
   9.322264e+01  -1.226427e-01  -3.260239e-01  -9.373725e-01   3.012422e+01   3.014312e+01   9.225586e+01
   4.384776e+01   7.289613e-01  -2.693427e-01  -6.293409e-01  -9.805131e+01   3.193157e+01   3.165830e+01
   4.874414e+01  -3.751780e-01  -4.661707e-01  -8.012030e-01   1.108966e+02   4.228941e+01   4.827735e+01
   3.510290e+01   5.865497e-01  -1.866135e-01  -7.881211e-01  -7.423655e+00   7.554742e+01   1.034708e+02
   9.406337e+02  -1.558036e-01   9.493007e-02  -9.832159e-01   3.752932e+01   8.032276e+01   1.035153e+02
   1.215462e+02  -2.191215e-01  -1.244986e-01  -9.677220e-01   8.829835e+01   5.336814e+01   7.647617e+01
   1.264681e+03  -3.166456e-01   4.315985e-01  -8.446646e-01   7.962973e+01  -7.243795e+01   5.152517e+01
   5.067889e+01  -1.107002e-01  -8.798767e-01  -4.621281e-01   7.581996e+01   1.089380e+02  -9.186330e+00
   1.458188e+02  -5.118251e-01  -8.244782e-01  -2.413934e-01   8.913625e+01   4.746065e+01   6.316477e+01
   1.534538e+02   4.315359e-01   3.082084e-01  -8.478115e-01  -1.510733e+01  -4.581705e+01   9.360505e+01
   4.622504e+02   3.587533e-01  -2.212108e-01  -9.068417e-01  -7.745780e+01   3.037592e+01   7.222019e+01
   1.166525e+02  -3.972971e-01  -7.287933e-01  -5.576875e-01   9.934540e+01   4.361351e+01   5.154342e+01
   7.449522e+01   2.414025e-01   6.023085e-01  -7.608872e-01  -6.373447e+01   1.033671e+01   1.193873e+02
   8.520082e+02  -8.695782e-02  -2.967738e-02  -9.957698e-01  -6.337840e+01  -1.198567e+01   1.063167e+02
   5.050669e+02  -7.123234e-01  -2.040349e-01  -6.715394e-01   9.057528e+01  -6.630346e+01   7.298057e+01
   2.339986e+03   1.136674e-01   5.041733e-02  -9.922388e-01  -8.613746e+01   5.886192e+01   9.390546e+01
   6.051978e+01   1.220616e-02  -4.647108e-03  -9.999147e-01  -7.012010e+01   6.903184e+00   9.912048e+01
   4.761464e+03   3.178770e-01  -4.175931e-01  -8.512169e-01  -3.928290e+01   1.091413e+02   4.926618e+01
   4.411828e+01   1.360120e-01  -7.502063e-01  -6.470635e-01   3.750694e+01   4.910179e+01   1.054996e+02
   6.790761e+02   6.938534e-01   3.110010e-01  -6.494966e-01  -1.724177e+01  -9.351810e+01   9.076648e+01
   5.800196e+02   3.886046e-01   2.726985e-01  -8.801261e-01  -4.227193e+01   1.232646e+01   9.877487e+01
   2.310556e+02  -6.935847e-01  -2.634902e-01  -6.704574e-01   1.087094e+02  -2.487242e+00   3.767005e+01
   1.178016e+02  -4.559732e-01  -5.818778e-02  -8.880893e-01   4.244031e+01   5.298456e+01   8.733953e+01
   3.207766e+02  -6.885609e-02  -6.139400e-01  -7.863438e-01   5.986586e+01   9.403754e+01   4.850864e+01
   1.643777e+02   1.640398e-01  -7.078961e-01  -6.870037e-01   5.346989e+01   5.030305e+01   1.064941e+02
   2.052824e+02   2.806761e-01  -4.641498e-01  -8.401107e-01  -8.364655e+01   7.584364e+01   4.918353e+01
   2.757708e+02  -7.191687e-01  -3.601883e-01  -5.941891e-01   1.268744e+02   1.236082e+01   7.242895e+00
   1.576012e+02  -6.093319e-01   3.336733e-01  -7.192891e-01   1.320552e+02   2.031297e+01   3.658119e+01
   1.771774e+03   1.063681e-01  -3.202832e-01  -9.413312e-01  -5.175403e-01   4.693200e+01   9.020567e+01
   3.406842e+02  -7.001147e-01  -1.397063e-01  -7.002297e-01   1.074253e+01   7.413684e+00   1.305904e+02
   9.878090e+03   1.140807e-02  -1.364367e-01  -9.905831e-01  -6.547252e+01   5.856428e+01   9.213035e+01
   1.208584e+03  -3.298984e-01  -4.252157e-02  -9.430583e-01  -3.126802e+01  -1.976017e+00   1.170652e+02
   1.382288e+02   4.269841e-01  -3.451239e-02  -9.036003e-01  -5.942403e+01  -6.226174e+01   8.496643e+01
   4.380187e+02  -1.687802e-01  -1.029166e-01  -9.802660e-01  -3.076793e+01  -5.963479e+01   1.135716e+02
   1.440561e+02   1.585251e-01  -7.110942e-01  -6.849926e-01   6.121113e+01   6.489423e+01   9.278581e+01
   5.827027e+01   5.884804e-01   5.131607e-02  -8.068813e-01  -1.154564e+02   5.705141e+01   4.335687e+01
   2.018581e+02   1.483918e-02  -8.397509e-01  -5.427690e-01  -2.105997e+01   5.130864e+01   1.042819e+02
   4.835941e+02  -5.266131e-01  -5.894851e-01  -6.125243e-01  -1.768953e+01   1.165422e+02   6.630866e+01
   2.144084e+02  -4.449613e-01   7.681254e-01  -4.604268e-01   5.158182e+01  -5.697393e+01   7.229154e+01
   3.859873e+02  -3.365568e-01  -4.732420e-02  -9.404733e-01   1.170173e+02   3.198377e+01   6.284435e+01
   2.250697e+02   2.118834e-01  -4.343075e-01  -8.754898e-01  -6.170403e+01   4.613870e+01   7.640016e+01
   1.340774e+02   9.163190e-02   4.421760e-01  -8.922354e-01  -5.050870e+01  -1.185221e+02   4.815338e+01
   5.423783e+02  -2.595083e-01  -2.619622e-01  -9.295328e-01  -3.823435e+01   2.804564e+00   1.174649e+02
   2.730739e+02  -8.808329e-02  -8.129373e-01  -5.756512e-01  -2.556157e+01   5.137235e+01   1.050793e+02
   1.968194e+00  -5.609161e-02   7.865793e-01  -6.149364e-01  -1.354606e+01  -1.253614e+02   3.501410e+00
   4.758022e+02  -3.739461e-01  -1.980569e-02  -9.272389e-01   1.713139e+01   7.056242e+01   9.943095e+01
   9.201427e+01   4.368337e-01   3.264260e-01  -8.382257e-01   2.834111e+01  -3.289891e+01   1.212577e+02
   2.173519e+02   3.341855e-01   4.905349e-01  -8.047954e-01  -1.836828e+01   7.302667e+00   1.210790e+02
   1.182567e+02   7.706882e-01  -4.706225e-01  -4.295977e-01  -4.225024e+01   3.639734e+01   1.171069e+02
   5.183744e+01  -1.897537e-01  -4.088886e-01  -8.926386e-01   8.119148e+01   7.431225e+01   6.072803e+01
   2.776628e+02  -4.276006e-01  -2.116025e-01  -8.788527e-01   1.894855e+01   8.527541e+01   8.403353e+01
   1.828975e+03   2.234086e-01   2.652282e-01  -9.379460e-01  -4.113431e+01  -6.662837e+01   7.797733e+01
   7.069575e+02  -2.561559e-01  -6.988187e-01  -6.678597e-01   3.934444e+01   5.449521e+01   7.762022e+01
   7.823859e+01  -4.516442e-01   1.512389e-01  -8.792863e-01  -1.364873e+01  -4.833829e+01   1.124250e+02
   5.727343e+02  -3.380445e-01  -4.448517e-01  -8.293569e-01   1.613757e+01   9.412957e+01   6.350834e+01
   5.307358e+01   3.451998e-01  -6.040455e-01  -7.183079e-01  -2.537460e+00   1.532925e+01   1.251058e+02
   7.154273e+03   5.824587e-01   2.168784e-01  -7.833937e-01  -8.903690e+01   5.729658e+01   7.731244e+01
   1.510334e+02  -6.054188e-01  -2.621859e-01  -7.514829e-01   7.052745e+01   5.268934e+01   5.786819e+01
   3.208898e+03   1.569710e-01  -1.284784e-01  -9.792106e-01  -9.492764e+01   5.251787e+01   8.001517e+01
   1.185347e+02  -5.902007e-01  -2.454551e-01  -7.690351e-01   1.380518e+02   1.758191e+01   1.847269e+01
   5.539589e+02   6.937872e-01  -3.979033e-01  -6.002768e-01  -1.196865e+01   5.040592e+01   1.193443e+02
   8.476345e+02  -8.378075e-02  -2.208054e-01  -9.717128e-01   4.054296e+01   3.029065e+01   9.253242e+01
   6.423251e+00   8.233816e-01   4.704442e-01   3.173721e-01  -7.974903e+01  -1.078284e+01  -9.220533e+01
   7.061860e+01   6.020712e-01   6.259397e-01  -4.956913e-01  -4.104245e+01  -3.312630e+01   1.100573e+02
   7.721256e+01   4.683509e-01   1.984589e-01  -8.609654e-01  -5.292542e+00   3.045526e+00   1.139716e+02
   1.895295e+02  -5.786518e-01  -6.245574e-02  -8.131798e-01   1.936640e+01  -8.375552e+00   1.098363e+02
   6.967019e+02  -6.872179e-01   2.595938e-01  -6.784856e-01   8.464416e+01   6.101533e+01   8.499845e+01
   4.595983e+03   2.879166e-01   1.363689e-01  -9.478964e-01  -4.868990e+01   3.476162e-01   9.075757e+01
   2.806193e+01  -3.762107e-01   7.543056e-02  -9.234586e-01   2.300393e+00   7.330558e+01   1.133392e+02
   5.046297e+02  -2.248280e-01   6.655707e-01  -7.116657e-01   3.381942e+01  -1.365289e+02   2.145372e+00
   4.097531e+02  -4.658732e-01  -1.866931e-02  -8.846545e-01   4.636676e+01   6.776324e+01   8.719096e+01
   1.697431e+02   7.203286e-02  -1.222715e-01  -9.898793e-01   7.444870e+00   2.485287e+01   9.849431e+01
   4.895771e+02   1.235547e-01   4.341512e-02  -9.913876e-01  -4.743776e+01  -8.881769e+01   9.106712e+01
   1.236364e+03  -2.610410e-01   1.642022e-01  -9.512598e-01  -3.745479e+01  -6.477854e+01   1.042202e+02
   2.398730e+02   1.487241e-02  -9.996317e-01  -2.270036e-02  -6.197446e+01   9.798697e+01   4.966484e+01
   8.891374e+02   2.540240e-01   1.016338e-01  -9.618432e-01   5.385291e+01  -3.081971e+00   1.178640e+02
   3.164494e+02  -3.343502e-02   9.413645e-02  -9.949977e-01  -5.447386e+01  -7.199457e+01   9.552185e+01
   2.083940e+03  -1.335026e-01   5.820468e-01  -8.021213e-01  -1.218761e+01  -1.196735e+02   3.985872e+01
   5.632192e+01  -9.516369e-02   8.240890e-01  -5.584095e-01   6.287121e+01  -6.148187e+01   7.763194e+01
   1.881152e+02  -4.033907e-01  -6.606897e-01  -6.330601e-01   3.366543e+01   7.552469e+01   5.769008e+01
   2.092352e+02  -4.328799e-01  -4.741472e-01  -7.666808e-01  -1.299771e+01   4.570813e+01   1.095033e+02
   3.271138e+02   3.543150e-02  -3.607939e-01  -9.319723e-01  -6.545597e+01   3.908854e+01   8.967851e+01
   1.057478e+03  -1.279515e-01   4.172329e-01  -8.997472e-01   9.683767e+01  -5.656827e+01   7.113923e+01
   2.829608e+02   7.809215e-01   6.149676e-01  -1.094369e-01  -4.259717e+01  -9.119472e+01   9.734519e+01
   1.006070e+02  -6.760384e-01  -2.680855e-01  -6.863689e-01   3.436969e+01   2.304468e+01   1.028409e+02
   1.268038e+02  -7.000985e-01   3.225687e-01  -6.370334e-01   1.798928e+01   4.793466e+00   1.396347e+02
   6.644326e+01   4.582296e-01  -5.483185e-01  -6.995516e-01   8.491013e+00   1.160069e+02   5.758277e+01
   2.507471e+02   4.098234e-01   2.123845e-01  -8.870950e-01   3.484906e+01  -4.315548e+00   1.277940e+02
   9.955333e+02   2.226606e-01   3.563951e-02  -9.742444e-01  -1.682991e+01  -4.018371e+01   9.732724e+01
   1.704555e+03  -6.227205e-04  -4.788047e-01  -8.779212e-01   4.700156e+01   1.045102e+02   5.687386e+01
   2.222611e+02  -6.264663e-01  -5.782982e-01  -5.226004e-01   5.096919e+01   1.876475e+01   1.094869e+02
   6.997272e+01  -1.514660e-01  -8.196240e-02  -9.850585e-01   2.441237e-01   2.018515e+01   9.979976e+01
   2.585111e+02  -4.111962e-01   9.467293e-02   9.066172e-01   3.618923e+01   3.178020e+01  -9.720514e+01
   9.651258e+01   1.031625e-01  -1.279929e-01  -9.863951e-01   2.880810e+01  -7.499475e+01   1.141234e+02
   3.566647e+02  -4.592139e-01  -5.446509e-01  -7.017678e-01   9.279567e+01   6.656030e+00   7.660900e+01
   3.267229e+02  -2.815137e-01   5.896249e-01  -7.570288e-01   4.936248e+01  -1.082379e+02   2.943620e+01
   5.902648e+01  -3.623238e-01   7.717982e-01  -5.225410e-01   7.678022e+01  -2.339810e+01   1.035748e+02
   1.781044e+02  -3.192292e-01  -4.801659e-02  -9.464603e-01  -2.956422e+01   9.828102e+00   1.151299e+02
   1.249970e+03   4.180149e-01   1.266251e-02  -9.083519e-01  -6.934049e+01  -4.233991e+01   7.758944e+01
   4.576122e+01  -8.899979e-01  -5.622932e-02  -4.524842e-01   9.678502e+01  -3.096450e+01   3.448219e+01
   2.059865e+02   1.485244e-01  -5.947480e-01  -7.900730e-01   4.993624e+01   1.375226e+01   1.256056e+02
   6.687770e+01  -4.285325e-01  -6.546083e-01  -6.227743e-01   1.645674e+01   5.288501e+01   9.365958e+01
   8.976455e+01  -5.453236e-03   2.950493e-01  -9.554665e-01  -2.257610e+01  -2.331737e+01   9.758934e+01
   2.844128e+02  -5.731724e-03   9.705180e-01  -2.409606e-01   6.978503e+01  -9.314876e+01   3.817000e+01
   2.899961e+02   3.614993e-01   4.367961e-01  -8.237278e-01  -8.542534e+01  -2.660606e+01   6.980143e+01
   7.045279e+00  -9.323643e-01   2.661897e-01  -2.446219e-01   9.051824e+01  -6.518353e+01  -7.142290e+00
   4.607618e+02  -1.271537e-01  -3.515639e-01  -9.274884e-01  -6.832231e+01   3.093285e+01   1.054596e+02
   1.145290e+03  -1.291690e-01   3.381497e-01  -9.321857e-01   5.473478e+01  -6.004002e+01   7.791093e+01
   4.449519e+01  -5.510791e-01  -3.098020e-01  -7.748126e-01  -8.707975e+00   1.532769e+01   1.291283e+02
   8.417086e+02   2.431266e-01  -3.828184e-01  -8.912573e-01  -3.133305e+01  -1.622698e+01   1.106236e+02
   1.201508e+02  -2.139531e-01   3.100388e-01  -9.263369e-01  -8.158058e+00  -8.424569e+01   8.163986e+01
   1.292623e+03  -5.805705e-01   4.730624e-02  -8.128346e-01   7.186456e+00   2.360846e+00   1.180307e+02
   3.393651e+02  -1.419463e-01  -5.532079e-01  -8.208607e-01   6.553224e-01   1.191489e+02   4.141123e+01
   1.913225e+02   2.683635e-01  -5.450351e-01  -7.943034e-01  -2.914282e+01   7.238704e+01   6.637975e+01
   1.208866e+03  -2.760076e-01   5.859155e-01  -7.619205e-01   1.300856e+01  -7.498607e+01   6.887076e+01
   3.686366e+02  -9.459719e-01   2.395195e-01  -2.185579e-01   1.069161e+02  -3.303400e+01  -4.141650e+01
   8.032940e+01  -7.032804e-01   6.781927e-01  -2.131932e-01   1.001867e+02  -3.038736e+01   4.189697e+01
   2.400673e+01   9.794676e-01  -1.841104e-01   8.213719e-02  -1.079196e+02  -3.181318e+01  -1.866976e+00
   6.783154e+01  -8.340238e-03   5.882675e-01  -8.086234e-01  -8.560939e+01  -3.285922e+01   1.006451e+02
   4.359435e+02  -2.260603e-01  -7.114575e-02  -9.715117e-01   7.500338e+01   8.726408e+01   7.908937e+01
   7.050276e+00   2.382854e-01   3.737114e-02  -9.704759e-01   2.021870e+01   5.971926e+01   1.103063e+02
   1.105203e+01  -8.596735e-01  -3.629979e-01  -3.594355e-01   6.275359e+01   8.990275e+00   1.190448e+02
   9.917670e+01  -7.168348e-02  -1.396003e-01  -9.876099e-01   1.575718e+01  -3.589206e+01   1.051843e+02
   4.463330e+02  -4.700930e-01  -5.856396e-01  -6.603324e-01   1.053211e+02  -1.061068e+01   8.587085e+01
   2.196085e+02   4.502774e-01   7.725670e-01  -4.476499e-01  -2.430940e+01  -1.300375e+02  -2.548574e+01
   1.966778e+02  -7.099992e-01  -7.036361e-01  -2.823751e-02   1.216731e+02   1.728034e+01   5.146023e+01
   1.328021e+02   3.479331e-01  -8.722857e-02  -9.334526e-01  -1.092744e+02   1.150991e+01   6.532291e+01
   1.325485e+03  -5.519902e-02   1.419731e-01  -9.883303e-01  -6.527234e+01  -4.558240e+01   9.827838e+01
   1.500090e+04   6.090302e-02   4.256285e-01  -9.028461e-01   7.087751e+01   9.022849e-01   1.159674e+02
   5.488806e+02   3.553462e-01   1.798291e-01  -9.172735e-01  -7.126254e+01  -8.249723e+01   6.523870e+01
   6.276231e+02   6.156071e-01  -4.085494e-01  -6.738807e-01  -1.090535e+02  -3.430432e+00   5.085082e+01
   7.463183e+02   5.875669e-01   4.035248e-01  -7.013793e-01  -2.640487e+01  -1.056936e+02   5.964728e+01
   1.175172e+01   9.006850e-01   1.404426e-01  -4.111476e-01  -6.800600e+01  -2.041103e+01   8.727142e+01
   8.882118e+02  -7.112276e-02  -3.422255e-01  -9.369222e-01  -6.048209e+01   9.804229e+01   7.551223e+01
   4.461426e+01  -4.266094e-01  -5.072998e-02  -9.030121e-01   1.234845e+02   1.023068e+01   5.182806e+01
   1.933550e+02  -5.909757e-01  -5.647201e-01  -5.760546e-01   5.869897e+01   2.639928e+01   8.749540e+01
   1.178306e+02   5.184818e-01   5.611786e-01  -6.451784e-01  -6.452767e+01   7.537720e+00   1.096961e+02
   3.462637e+03   1.718718e-01   4.744905e-01  -8.633185e-01  -8.176082e+01  -3.424658e+01   8.073260e+01
   4.928612e+02  -8.534488e-01  -3.796333e-01  -3.570767e-01   1.184356e+02   6.325694e-01  -3.693387e+00
   1.806554e+02  -1.935807e-01  -5.110617e-01  -8.374619e-01   4.964324e+01   8.760473e+01   5.447245e+01
   2.580182e+02  -1.506422e-02  -9.009362e-02  -9.958194e-01   8.011733e+01  -3.962947e+01   1.027932e+02
   4.608469e+02   1.629885e-01   3.557206e-01  -9.202704e-01   7.168130e+00  -1.193586e+02   6.379647e+01
   5.838838e+02  -2.877790e-01   8.167813e-01  -5.000516e-01  -2.563569e+01  -1.161816e+02   2.496231e+01
   3.159236e+02   6.960107e-01   7.028081e-01  -1.470709e-01  -5.739522e+01  -7.153971e+01   6.645519e+01
   4.940182e+01   2.003979e-01  -9.159888e-01   3.475703e-01   4.832821e+01   1.300198e+02   2.707894e+01
   2.694105e+03  -2.813674e-01   3.432548e-01  -8.961074e-01   1.086213e+01  -8.490099e+01   7.566177e+01
   7.982503e+02  -3.732513e-02   6.577342e-02  -9.971362e-01  -2.624199e+01   1.173908e+01   1.020438e+02
